% For a more comprehensive dataset with many more features check out the "Yacht/Motorboat Pricing Data (10,000+ listings)" dataset.
% Link below:
% https://www.kaggle.com/artemkorottchenko/large-boatyacht-pricing-dataset
% Context
% What are the most important features in determining the price of a new or used aircraft? Is it the aircraft type? Year? Manufacturer? Other characteristics? 
% This is one of many questions regarding the used/new aircraft markets I hope to answer with this dataset. 
% The dataset contains over 2000 aircraft that are for sale around the world. The data was scraped during July of 2020.
% Content
% The data was scraped from various websites using the Scrapy framework for Python. 
% Scrapy script:
% https://github.com/akorott/Aircraft-Scrapy-Script.git
% Content scraped:
%
% New/Used
% Price  
% Currency (USD, EUR, GBP)
% Category
% Year
% Make
% Model
% Location
% Serial number
% Registration number
% Total hours
% Engine 1 hours 
% Engine 2 hours 
% Prop 1 hours
% Prop 2 hours
% Total Seats
% Flight Rules
% National Origin
%
% Keep in mind that the data was scraped from 2 different sources. Some of the data (New/Used, Engine 1 hours, Engine 2 hours, Prop 1 hours, Prop 2 hours, Total Seats, Flight Rules) was only easily accessible on one source, thus is missing for part of the dataset. 
% FAQ
% Flight Rules: Visual Flight Rules (VFR) VS Instrument Flight Rules (IFR). In a nutshell, an aircraft equipped with IFR is one where a pilot can fully navigate an aircraft using instruments in the cockpit. Any aircraft flying over 18,000 feet, by law, has to be equipped with IFR equipment.
% BTH - Beyond the Horizon - according to my research, BTH means that an aircraft is equipped with a radar, but doesn't fully meet IFR criteria.
% VFR - (https://en.wikipedia.org/wiki/Visual_flight_rules)
% IFR - (https://en.wikipedia.org/wiki/Instrument_flight_rules)
% Some of the acronyms used within total hours, engine 1, engine 2, prop 1, prop 2 columns:
% SMOH - Since major overhaul
% SNEW - Since new
% SPOH - Since prop overhaul
% SFOH - Since factory overhaul (more reliable)
% SOH - Since overhaul
% STOH - Since top overhaul
% SFRM - Since factory re-manufactured
% Thank you for checking out this dataset and happy kaggling!  
@RELATION Aircraft-Pricing-Dataset

@ATTRIBUTE Condition STRING
@ATTRIBUTE Price STRING
@ATTRIBUTE Currency STRING
@ATTRIBUTE Category STRING
@ATTRIBUTE Year STRING
@ATTRIBUTE Make STRING
@ATTRIBUTE Model STRING
@ATTRIBUTE Location STRING
@ATTRIBUTE S/N STRING
@ATTRIBUTE REG STRING
@ATTRIBUTE Total_Hours STRING
@ATTRIBUTE Engine_1_Hours STRING
@ATTRIBUTE Engine_2_Hours STRING
@ATTRIBUTE Prop_1_Hours STRING
@ATTRIBUTE Prop_2_Hours STRING
@ATTRIBUTE Total_Seats REAL
@ATTRIBUTE Flight_Rules STRING
@ATTRIBUTE National_Origin STRING

@DATA
Used,'365,000 ',USD,'Turbine Helicopters',1971,'BELL TEXTRON','206B II','Atlanta,\n                           GA\n                           USA','Not Listed',57EF,?,?,?,?,?,?,?,'United States'
Used,'59,500 ',USD,'Single Engine Piston',1971,BEECHCRAFT,'A24R SIERRA 200','Fort Lauderdale,\n                           FL\n                           USA',MC-22,N8029R,4146,'907 SMOH',?,'102 SNEW',?,6.0,IFR,'United States'
Used,'60,000 ',USD,'Multi Engine Piston',1970,'PIPER AIRCRAFT',NAVAJO,'LINDEN,\n                           NC\n                           USA','Not Listed',N83RA,?,?,?,?,?,?,?,'United States'
Used,'122,900 ',USD,'Single Engine Piston',1969,BEECHCRAFT,'V35A BONANZA','Castleton on Hudson,\n                           NY\n                           USA',D-9030,N1296A,4056,'35 SFRM',?,'35 SPOH',?,5.0,?,'United States'
Used,'149,000 ',USD,'Multi Engine Piston',1969,BEECHCRAFT,'B55 BARON','Orlando,\n                           FL\n                           USA',TC-1234,N7955R,4843,'1377 SMOH','1070 SMOH','1191 SPOH','1091 SPOH',6.0,IFR,'United States'
Used,'49,900 ',USD,'Single Engine Piston',1968,'PIPER AIRCRAFT',ARROW,'Sturgis,\n                           MI\n                           USA',28R-30910,N7536J,3179,'259 HOURS',?,'167 SNEW',?,?,BTH,'United States'
Used,'65,000 ',USD,'Single Engine Piston',1968,'MOONEY INTERNATIONAL CORP','M20G STATESMAN','Baton Rouge,\n                           LA\n                           USA',680072,N207LS,4230,'627 SMOH',?,'627 SMOH',?,4.0,IFR,'United States'
Used,'12,000 ',USD,'Single Engine Piston',1968,'MOONEY INTERNATIONAL CORP',M20C,'Chandler,\n                           AZ\n                           USA','Not Listed',N-6888N,4200,?,?,?,?,4.0,IFR,'United States'
Used,'82,300 ',USD,'Single Engine Piston',1968,CESSNA,'182 SKYLANE','Falcon,\n                           CO\n                           USA',182-59234,42887,5092,'411 SMOH',?,'411 SNEW',?,4.0,IFR,'United States'
Used,'44,000 ',USD,'Single Engine Piston',1966,CESSNA,'172G SKYHAWK','Chattanooga,\n                           TN\n                           USA',17254300,N4231L,2830,'1650 SMOH',?,?,?,4.0,?,'United States'
Used,'43,900 ',USD,'Single Engine Piston',1966,CESSNA,'172G SKYHAWK','Westhampton Beach,\n                           NY\n                           USA',172-54377,N4308L,4464,'690 SMOH',?,?,?,4.0,IFR,'United States'
Used,'19,000 ',USD,'Single Engine Piston',1966,CESSNA,150F,'Ormond Beach,\n                           FL\n                           USA',15062833,N73RJ,3367,'1509 SMOH',?,'145 STOH',?,2.0,?,'United States'
Used,'33,900 ',USD,'Single Engine Piston',1966,CESSNA,150F,'Grand Rapids,\n                           MI\n                           USA',15062730,N8630G,4834,'210 SMOH',?,?,?,2.0,VFR,'United States'
Used,'89,000 ',USD,'Single Engine Piston',1965,'PIPER AIRCRAFT','CHEROKEE 6/260','AR\n                           USA','Not Listed',N3383W,4084,'371 SMOH',?,'886 SPOH',?,?,?,'United States'
Used,'27,900 ',USD,'Single Engine Piston',1965,'PIPER AIRCRAFT','CHEROKEE 140','Schaumburg,\n                           IL\n                           USA',28-20600,N6521W,4470,'580 SMOH',?,'4470 SNEW',?,4.0,VFR,'United States'
Used,'58,000 ',USD,'Single Engine Piston',1965,'MOONEY INTERNATIONAL CORP','M20E SUPER 21','Richmond,\n                           VA\n                           USA','Not Listed',N79812,5500,'625 SMOH',?,?,?,?,IFR,'United States'
Used,'52,250 ',USD,'Single Engine Piston',1965,'MOONEY INTERNATIONAL CORP',M20E,'Batesville,\n                           MS\n                           USA',617,N5528Q,6047,'560 SMOH',?,560,?,4.0,VFR,'United States'
Used,'160,500 ',USD,'Single Engine Piston',1965,CESSNA,P206,USA,'Not Listed',N2547X,2444,'183 SMOH',?,'183 SPOH',?,?,?,'United States'
Used,'175,000 ',USD,'Private Jets',1965,AERO,'L-29 SUPER DELFIN','Sparks,\n                           NV\n                           USA',909,N5959L,?,?,?,?,?,?,?,Czechoslovakia
Used,'81,000 ',USD,'Single Engine Piston',1964,'PIPER AIRCRAFT','SUPER CUB','HAWKESBURY,\n                           QC\n                           CAN','Not Listed','Not Listed',5342,'300 SMOH',?,'617 SPOH',?,?,?,'United States'
Used,'107,500 ',USD,'Single Engine Piston',1964,CESSNA,210D,'Tulsa,\n                           OK\n                           USA',21058490,N6990Y,3800,'820 SMOH',?,'828 SOH',?,6.0,IFR,'United States'
Used,'38,500 ',USD,'Single Engine Piston',1964,CESSNA,'182G SKYLANE','Hood river,\n                           OR\n                           USA','Not Listed',N2495R,5722,'1792 SMOH',?,?,?,4.0,?,'United States'
Used,'65,000 ',USD,'Single Engine Piston',1964,CESSNA,'172E SKYHAWK','Sidney\n                           \n                           CAN','Not Listed','Not Listed',2602,375,?,'16 SPOH',?,4.0,?,'United States'
Used,'65,000 ',USD,'Single Engine Piston',1964,CESSNA,'172/180 CONVERSION','Sidney\n                           \n                           CAN','Not Listed','Not Listed',2602,375,?,'16 SPOH',?,4.0,?,'United States'
Used,'90,000 ',USD,'Single Engine Piston',1962,BEECHCRAFT,'P35 BONANZA','Fayetteville,\n                           CO\n                           USA',D-6052,N980Q,5919,'205 SMOH',?,'331 SPOH',?,4.0,IFR,'United States'
Used,'57,000 ',USD,'Single Engine Piston',1960,BEECHCRAFT,'M35 BONANZA','Lubbock,\n                           TX\n                           USA',D-6170,N9575R,5760,'16 SMOH',?,'16 SPOH',?,4.0,IFR,'United States'
Used,'79,900 ',USD,'Single Engine Piston',1960,BEECHCRAFT,'M35 BONANZA','Pine Mountain Lake,\n                           CA\n                           USA',D-6294,N9785R,5599,'1064 SFOH',?,?,?,?,IFR,'United States'
Used,'110,000 ',USD,'Multi Engine Piston',1960,BEECHCRAFT,'B95 TRAVEL AIR','Riverside,\n                           CA\n                           USA',TD-340,N648V,7000,'1000 SMOH','1000 SMOH','1400 SPOH','1400 SPOH',4.0,BTH,'United States'
Used,'89,995 ',USD,'Single Engine Piston',1959,'PIPER AIRCRAFT','SUPER CUB','Westerly,\n                           RI\n                           USA',18-7210,N3287Z,55,'55 SMOH',?,'55 SPOH',?,?,?,'United States'
Used,'128,000 ',USD,'Single Engine Piston',1959,'PIPER AIRCRAFT','COMANCHE 250','Spanaway,\n                           WA\n                           USA','Not Listed','Not Listed',3612,'128 SNEW',?,'128 SNEW',?,?,?,'United States'
Used,'105,000 ',USD,'Piston Helicopters',1958,'BELL TEXTRON',47G,'Clanton,\n                           AL\n                           USA',1022,N7985A,5467,'784 SMOH',?,?,?,?,?,'United States'
Used,'69,900 ',USD,'Single Engine Piston',1958,BEECHCRAFT,'J35 BONANZA','Birmingham,\n                           AL\n                           USA',D-5685,N3020C,5152,'1756 SMOH',?,'1034 SPOH',?,?,?,'United States'
Used,'79,900 ',USD,'Multi Engine Piston',1958,BEECHCRAFT,'B95 TRAVEL AIR','Dayton,\n                           OH\n                           USA','TD 125',N650T,5799,'657 SMOH','1066 SMOH','704 SNEW','704 SNEW',4.0,IFR,'United States'
Used,'117,500 ',USD,'Single Engine Piston',1953,CESSNA,'L19 305A BIRD DOG','Fort Erie,\n                           ON\n                           CAN',23459,CGKNK,16420,'578 SMOH',?,'22 SPOH',?,2.0,VFR,'United States'
Used,'159,000 ',USD,'Single Engine Piston',1953,CESSNA,170B,'Springfield,\n                           IL\n                           USA',25897,N508WL,4598,'245 SMOH',?,'240 SNEW',?,4.0,?,'United States'
Used,'49,000 ',USD,'Single Engine Piston',1953,BEECHCRAFT,'35 BONANZA','Auburn,\n                           WA\n                           USA',D-3414,5912C,2298,'911 SMOH',?,?,?,4.0,?,'United States'
Used,'25,000 ',USD,'Single Engine Piston',1948,CESSNA,140,'Brighton,\n                           CO\n                           USA',14435,N2204V,4148,'1306 SMOH',?,'706 SNEW',?,2.0,?,'United States'
Used,'21,500 ',USD,'Single Engine Piston',1946,'PIPER AIRCRAFT','J-3 CUB','Independence,\n                           IA\n                           USA',A-75-8F,N3504K,?,?,?,?,?,?,?,'United States'
Used,'10,000 ',USD,'Single Engine Piston',1946,'PIPER AIRCRAFT','J-3 CUB','Pennsburg,\n                           PA\n                           USA','Not Listed',N6808H,?,?,?,?,?,?,?,'United States'
Used,'39,800 ',USD,'Single Engine Piston',1946,'NORTH AMERICAN AVIATION',NAVION,'NY\n                           USA',NAV-4-244,N91197,2956,'1678 SMOH',?,?,?,?,?,'United States'
Used,'2,500,000 ',USD,'Single Engine Piston',1945,'NORTH AMERICAN AVIATION',P-51D,'CA\n                           USA',45-11495,N5551D,88,'88 SMOH',?,'88 SPOH',?,?,?,'United States'
Used,'325,000 ',USD,'Multi Engine Piston',1945,GRUMMAN,'G44A SUPER WIDGEON','Calgary,\n                           AB\n                           CAN','Not Listed',C-FNOX,5117,'349 SMOH','349 SMOH','54 SPOH','54 SPOH',?,?,'United States'
Used,'39,000 ',USD,'Single Engine Piston',1944,'Stinson Aircraft Company ',L-5,'WI\n                           USA',44-18025A,N2745C,962,'962 SMOH',?,?,?,?,?,'United States'
Used,'45,000 ',USD,'Single Engine Piston',1944,'PIPER AIRCRAFT','L-4 GRASSHOPPER','Waialua,\n                           HI\n                           USA',4480057,n62053,325,'25 HOURS',?,'20 SPOH',?,?,VFR,'United States'
Used,'110,000 ',USD,'Single Engine Piston',1943,BOEING/STEARMAN,E75,'Medina,\n                           OH\n                           USA','Not Listed',N5525N,?,?,?,?,?,?,?,'United States'
Used,'90,000 ',USD,'Single Engine Piston',1943,BOEING/STEARMAN,E75,'Blaine,\n                           MN\n                           USA',758534,N1707M,3850,'1250 SMOH',?,?,?,2.0,VFR,'United States'
Used,'101,950 ',USD,'Single Engine Piston',1938,BOEING/STEARMAN,'A75 N1','Waterproof,\n                           LA\n                           USA','Not Listed','Not Listed',?,?,?,?,?,2.0,?,'United States'
Used,'34,900 ',USD,'Single Engine Piston',1938,ARROW,SPORT,USA,105,N18764,294,'87 HOURS',?,?,?,?,?,'United States'
Used,'38,500 ',USD,'Single Engine Piston',1936,'PIPER AIRCRAFT','J-3 CUB','Monroe,\n                           LA\n                           USA',547,N16314,2576,'450 SMOH',?,'446 HOURS',?,?,VFR,'United States'
Project,'38,000 ',USD,'Single Engine Piston','Not Listed','STEARMAN AIRCRAFT',C3B,'Danville,\n                           CA\n                           USA','Not Listed','Not Listed',?,?,?,?,?,?,?,'United States'
Project,'5,500 ',USD,'Single Engine Piston','Not Listed',BOWERS,FLYBABY,CAN,'Not Listed','Not Listed',29,?,?,?,?,?,?,'United States'
Used,'40,000 ',USD,'Single Engine Piston',1968,BEECHCRAFT,'23 MUSKETEER','Bishop,\n                           TX\n                           USA',M-1103,N6696Q,3072,'1542 SMOH',?,?,?,?,?,'United States'
Used,'429,000 ',USD,Turboprop,1975,BEECHCRAFT,'KING AIR C90','Petersburg,\n                           VA\n                           USA',LJ-661,N90ME,12037,'4400 SMOH',?,?,?,?,?,'United States'
Used,'219,000 ',USD,'Multi Engine Piston',1975,BEECHCRAFT,'E55 BARON','Boulder,\n                           CO\n                           USA',TE-1049,N4165S,3990,'830 SMOH','830 SMOH','1110 SPOH','1110 SPOH',6.0,?,'United States'
Used,'50,000 ',USD,'Single Engine Piston',1966,CESSNA,'172G SKYHAWK','Canada,\n                           QC\n                           CAN','Not Listed','Not Listed',3797,'743 SMOH',?,'149 SPOH',?,4.0,?,'United States'
Used,'57,000 ',USD,'Single Engine Piston',1968,'PIPER AIRCRAFT',ARROW,'Victoriaville,\n                           QC\n                           CAN','Not Listed','Not Listed',5095,'1133 SMOH',?,'0 SPOH',?,4.0,BTH,'United States'
Used,'139,000 ',USD,'Single Engine Piston',1984,'HELIO AIRCRAFT COMPANY',H-700,'Minden,\n                           NV\n                           USA',H-12,N50DV,1152,'1152 SNEW',?,'625 SNEW',?,6.0,IFR,'United States'
Used,'39,000 ',USD,'Single Engine Piston',1986,PZL,PZL-104-35,'Rzeszow\n                           \n                           POL','Not Listed',SP-AGX,2000,'280 HOURS',?,'280 HOURS',?,4.0,VFR,Poland
Used,'3,000,000 ',USD,'Private Jets',1989,'MCDONNELL DOUGLAS HELICOPTER SYSTEMS',DC-9-87,'Stockton,\n                           CA\n                           USA',49768,N287KB,26383,'27465 HOURS','28044 HOURS',?,?,?,?,'United States'
Used,'2,695,000 ',USD,Turboprop,2011,BEECHCRAFT,'KING AIR 350I','Calgary\n                           \n                           CAN',FL-762,C-FOST,2859,'2859 SNEW',?,'2859 SNEW',?,8.0,?,'United States'
Used,'116,500 ',USD,'Single Engine Piston',2013,'EDRA Pecas e Manutencao Ltda',LS,'Daytona Beach,\n                           FL\n                           USA',S0280,N280PS,380,'380 SNEW',?,'105 SNEW',?,?,?,Brazil
Used,'60,000 ',USD,'Single Engine Piston',2014,'STOLP AIRCRAFT','ACRODUSTER TOO SA-750','Rockmart,\n                           GA\n                           USA','Not Listed','Not Listed',165,'165 SMOH',?,165,?,2.0,VFR,'United States'
Used,'809,000 ',USD,'Single Engine Piston',2018,CIRRUS,'SR22T-G6 GTS','Coeur dAlene,\n                           ID\n                           USA',1821,N5858,345,'345 SNEW',?,'345 SNEW',?,5.0,?,'United States'
Used,'219,000 ',USD,'Single Engine Piston','Not Listed','NORTH AMERICAN AVIATION',T28B,'Cincinnati,\n                           OH\n                           USA',138194,N194RR,15307,?,?,?,?,?,?,'United States'
Used,'491,000 ',USD,'Piston Helicopters',2020,'ROBINSON HELICOPTER','R44 RAVEN II','St Augustine,\n                           FL\n                           USA',L1558I,L1558I,4,?,?,?,?,4.0,?,'United States'
New,'193,887 ',USD,'Single Engine Piston',2019,'BRM AERO',BRISTELL,'Lancaster,\n                           PA\n                           USA',444/2019,N444ZG,4,4,?,?,4,?,?,'Czech Republic'
?,'Price: USD 16,750,000',?,'Private Jets',2014,'GULFSTREAM AIRSPACE',G450,'Europe, Ireland',-,-,-,?,?,?,?,15.0,IFR,'United States'
?,'Price: USD 11,200,000',?,'Private Jets',2014,CESSNA,'CITATION X+','Asia, Singapore',750-0513,N680KG,350,?,?,?,?,?,?,'United States'
?,'Price: USD 11,400,000',?,'Private Jets',2016,EMBRAER,'Legacy 500','North America + Canada, United States - TX',-,HZ-SK11,707,?,?,?,?,?,?,Brazil
?,'Price: USD 17,500,000',?,'Private Jets',2010,'Bombardier Global','Express XRS','Europe, England, United Kingdom',9371,-,'3,580',?,?,?,?,?,?,Canada
?,'Price: USD 10,750,000',?,'Private Jets',2004,'DASSAULT AVIATION','900EX EASy','North America + Canada, United States - MD',135,N246AG,4485,?,?,?,?,?,?,France
?,'Price: USD 11,750,000',?,'Private Jets',2003,'DASSAULT AVIATION','900EX EASy','North America + Canada, United States - PA',123,-,'6,399.44',?,?,?,?,?,?,France
?,'Price: USD 10,175,000',?,'Private Jets',2012,'Bombardier Challenger',605,'North America + Canada, United States - OH',5874,N86NP,'3,475',?,?,?,?,?,?,Canada
?,'Price: USD 10,995,000',?,'Private Jets',2016,CESSNA,'CITATION SOVEREIGN+','North America + Canada, United States - IN',680-0570,N492CA,1298,?,?,?,?,?,?,'United States'
?,'Price: USD 9,950,000',?,'Private Jets',2019,EMBRAER,'Phenom 300E','North America + Canada, United States - FL',50500499,'N100LJ ',150,?,?,?,?,?,?,Brazil
?,'Price: USD 9,950,000',?,'Private Jets',1999,'GULFSTREAM AIRSPACE',V,'North America + Canada, United States - GA',567,N50JE,'8,823',?,?,?,?,?,?,'United States'
?,'Price: USD 11,950,000',?,'Private Jets',2010,'DASSAULT AVIATION',2000LX,'Europe, Monaco',196,'OO-VRO ',2693,?,?,?,?,?,?,France
?,'Price: USD 12,500,000',?,'Private Jets',2013,'GULFSTREAM AIRSPACE',G280,'North America + Canada, United States - NJ',2013,N282EC,1796,?,?,?,?,?,?,'United States'
?,'Price: USD 12,250,000',?,'Private Jets',2008,'DASSAULT AVIATION',900DX,'Europe, Monaco',619,-,4148,?,?,?,?,?,?,France
?,'Price: USD 12,900,000',?,'Private Jets',2014,'Bombardier Challenger',350,'North America + Canada, United States - MD',20522,N352JM,2354,?,?,?,?,?,?,Canada
?,'Price: USD 12,980,000',?,'Private Jets',2014,'Bombardier Challenger',350,'North America + Canada, United States - NV',20524,N10EF,'1,659',?,?,?,?,?,?,Canada
?,'Price: USD 12,995,000',?,'Private Jets',2013,'Bombardier Challenger',605,'Europe, England, United Kingdom',tba,tba,730,?,?,?,?,?,?,Canada
?,'Price: USD 13,000,000',?,'Private Jets',2008,'Bombardier Global','Express XRS','Europe, Monaco',9252,-,3237,?,?,?,?,?,?,Canada
?,'Price: USD 14,495,000',?,'Private Jets',2007,'DASSAULT AVIATION','900EX EASy','North America + Canada, United States - MD',181,N539CA,5499,?,?,?,?,?,?,France
?,'Price: USD 14,900,000',?,'Private Jets',2011,EMBRAER,'Lineage 1000','Middle East, United Arab Emirates',19000261,-,3766,?,?,?,?,?,?,Brazil
?,'Price: USD 16,500,000',?,'Private Jets',2017,'Bombardier Challenger',650,'Europe, England, United Kingdom',-,2-CHLY,1561,?,?,?,?,?,?,Canada
?,'Price: USD 8,975,000',?,'Private Jets',2006,'GULFSTREAM AIRSPACE',G450,'North America + Canada, United States - UT',4044,N450KR,3918,?,?,?,?,?,?,'United States'
?,'Price: USD 9,750,000',?,'Private Jets',2012,'Bombardier Challenger',300,'Europe, Monaco',20382,-,1200,?,?,?,?,?,?,Canada
?,'Price: USD 8,950,000',?,'Turbine Helicopters',2012,'AIRBUS HELICOPTERS','EC 225','South America, Brazil',2835,-,3607.5,?,?,?,?,?,?,EU
?,'Price: USD 9,900,000',?,'Private Jets',2010,'Bombardier Challenger',605,'North America + Canada, Canada',5789,-,5736,?,?,?,?,?,?,Canada
?,'Price: USD 8,600,000',?,'Private Jets',2016,CESSNA,'CITATION XLS+','Europe, Germany',-,-,550,?,?,?,?,?,?,'United States'
?,'Price: USD 9,850,000',?,'Private Jets',2010,'Bombardier Challenger',605,'North America + Canada, United States - WA',5821,N775RP,3099.9,?,?,?,?,?,?,Canada
?,'Price: USD 6,500,000',?,'Private Jets',2000,'GULFSTREAM AIRSPACE',IVSP,'North America + Canada, United States - MD',1420,N724DB,5848,?,?,?,?,?,?,'United States'
?,'Price: USD 6,750,000',?,'Private Jets',2013,EMBRAER,'Phenom 300','North America + Canada, United States - CO',50500176,N361CE,705,?,?,?,?,?,?,Brazil
?,'Price: USD 6,950,000',?,'Private Jets',2000,'Bombardier Global',Express,'North America + Canada, United States - GA',9021,N8VB,11011,?,?,?,?,?,?,Canada
?,'Price: USD 6,800,000',?,'Private Jets',2014,EMBRAER,'Phenom 300','Europe, Monaco',50500247,-,1967,?,?,?,?,?,?,Brazil
?,'Price: USD 6,995,000',?,'Private Jets',2014,CESSNA,'CITATION XLS+','North America + Canada, United States - AR',560-6175,-,'2,158',?,?,?,?,?,?,'United States'
?,'Price: USD 6,995,000',?,'Private Jets',2005,'Bombardier Challenger',300,'North America + Canada, United States - MD',20029,N290CH,3815,?,?,?,?,?,?,Canada
?,'Price: USD 7,195,000',?,'Private Jets',2011,CESSNA,'CITATION SOVEREIGN','North America + Canada, United States - AR','680-0307   ',N370M,2250,?,?,?,?,?,?,'United States'
?,'Price: USD 7,200,000',?,'Private Jets',2010,CESSNA,'CITATION SOVEREIGN','Asia, Malaysia',680-0306,N3099,2219,?,?,?,?,?,?,'United States'
?,'Price: USD 7,295,000',?,'Private Jets',1999,CESSNA,V,'North America + Canada, United States - CA',592,N955CM,6518.5,?,?,?,?,?,?,'United States'
?,'Price: USD 7,450,000',?,'Private Jets',2009,CESSNA,605,'North America + Canada, United States - MD',5785,-,'5,090',?,?,?,?,?,?,Canada
?,'Price: USD 7,800,000',?,'Private Jets',2015,CESSNA,'Phenom 300','Europe, Luxembourg',50500286,'LX-TAC ',845,?,?,?,?,?,?,Brazil
?,'Price: USD 7,995,000',?,'Private Jets',1998,CESSNA,900EX,'North America + Canada, United States',27,N99FG,'11,928',?,?,?,?,?,?,France
?,'Price: USD 8,500,000',?,'Turbine Helicopters',2015,CESSNA,H145,'North America + Canada, United States - IL',20044,N1FL,239,?,?,?,?,?,?,EU
?,'Price: USD 6,950,000',?,'Private Jets',2000,CESSNA,900EX,'Africa, Congo',73,F-HREG,11836,?,?,?,?,?,?,France
?,'Price: USD 5,995,000',?,'Private Jets',2008,CESSNA,G200,'Europe, United Kingdom',210,N881ST,1605.2,?,?,?,?,?,?,'United States'
?,'Price: USD 5,950,000',?,Turboprops,2012,CESSNA,DHC-6-400,'Asia, Papua New Guinea',859,-,5399.4,?,?,?,?,?,?,Canada
?,'Price: USD 4,495,000',?,'Turbine Helicopters',2013,CESSNA,'AW109SP Grand New','North America + Canada, Canada',22297,C-FKAM,720,?,?,?,?,?,?,Italy
?,'Price: USD 4,500,000',?,'Private Jets',2000,CESSNA,2000,'North America + Canada, United States - NH',117,N724AP,9741.8,?,?,?,?,?,?,France
?,'Price: USD 4,750,000',?,'Turbine Helicopters',2011,CESSNA,'EC 145','North America + Canada, Canada',9397,N745AF,465.3,?,?,?,?,?,?,EU
?,'Price: USD 4,850,000',?,'Private Jets',2011,CESSNA,'Phenom 300','North America + Canada, United States',50500043,N800HR,3659,?,?,?,?,?,?,Brazil
?,'Price: USD 4,750,000',?,'Turbine Helicopters',2007,CESSNA,'EC 155B1','North America + Canada, United States - IL',-,-,480,?,?,?,?,?,?,EU
?,'Price: USD 4,900,000',?,'Turbine Helicopters',2016,CESSNA,AW109SP,'Europe, England, United Kingdom',22355,G-PIFZ,790,?,?,?,?,?,?,Italy
?,'Price: USD 4,900,000',?,'Turbine Helicopters',2016,CESSNA,'AW109SP Grand New','Europe, United Kingdom',22355,G-PIFZ,790,?,?,?,?,?,?,Italy
?,'Price: USD 4,950,000',?,'Private Jets',2012,CESSNA,'Phenom 300','North America + Canada, Canada',50500111,-,'3,823',?,?,?,?,?,?,Brazil
?,'Price: USD 4,950,000',?,'Private Jets',2003,CESSNA,Express,'North America + Canada, United States - CT',9103,N122BN,5972,?,?,?,?,?,?,Canada
?,'Price: USD 4,950,000',?,'Turbine Helicopters',2005,CESSNA,AW139,'North America + Canada, United States',31006,N6346L,'2,231',?,?,?,?,?,?,Italy
?,'Price: USD 4,995,000',?,'Private Jets',2010,CESSNA,'Phenom 300','North America + Canada, United States - GA',50500035,N843YY,'4,200',?,?,?,?,?,?,Brazil
?,'Price: USD 5,250,000',?,'Private Jets',2013,CESSNA,'CITATION XLS+','Europe, Austria',6127,OE-GMS,1998,?,?,?,?,?,?,'United States'
?,'Price: USD 5,295,000',?,'Private Jets',2005,CESSNA,'CITATION SOVEREIGN','North America + Canada, United States - MD',680-0031,N692AZ,5185,?,?,?,?,?,?,'United States'
?,'Price: USD 5,490,000',?,'Private Jets',2011,CESSNA,'Phenom 300','Europe, Monaco',50500062,-,2736,?,?,?,?,?,?,Brazil
?,'Price: USD 5,500,000',?,'Private Jets',2015,CESSNA,75,'Europe, Poland',45-490,SP-AAW,807,?,?,?,?,?,?,Canada
?,'Price: USD 5,695,000',?,'Private Jets',1981,CESSNA,737,'North America + Canada, United States - DE',22628,-,'7,556',?,?,?,?,?,?,'United States'
?,'Price: USD 5,700,000',?,'Private Jets',2007,CESSNA,'CITATION SOVEREIGN','Asia, Malaysia',680-0177,N338TM,2345,?,?,?,?,?,?,'United States'
?,'Price: USD 5,700,000',?,'Private Jets',-,CESSNA,'CITATION SOVEREIGN','Asia, Singapore',680-0177,N338TM,2349,?,?,?,?,?,?,'United States'
?,'Price: USD 3,995,000',?,Turboprops,2013,BEECHCRAFT,'King Air 350i','North America + Canada, United States - TX',FL-831,N2702S,2164.3,?,?,?,?,?,?,'United States'
?,'Price: USD 3,995,000',?,'Private Jets',2009,'Hawker Beechcraft',900XP,'North America + Canada, United States',HA-108,N252DH,2400,?,?,?,?,?,?,'United States'
?,'Price: USD 3,995,000',?,'Private Jets',2000,'DASSAULT AVIATION',50EX,'North America + Canada, United States - MI',296,N23FM,8160.4,?,?,?,?,?,?,France
?,'Price: USD 3,595,000',?,Turboprops,2011,PILATUS,'PC-12 NG','Europe, Belgium',1277,OO-JCV,1350,?,?,?,?,?,?,Switzerland
?,'Price: USD 3,650,000',?,'Private Jets',2007,'GULFSTREAM AIRSPACE',G150,'North America + Canada, United States - CO',213,-,4030,?,?,?,?,?,?,'United States'
?,'Price: USD 3,600,000',?,'Private Jets',2007,'GULFSTREAM AIRSPACE',G150,'North America + Canada, United States - KS',216,N192SW,5442,?,?,?,?,?,?,'United States'
?,'Price: USD 3,700,000',?,'Private Jets',2017,'Honda Aircraft Company',HA-420,'North America + Canada, Canada',42000072,-,101.7,?,?,?,?,?,?,Japan
?,'Price: USD 3,750,000',?,Turboprops,2017,BEECHCRAFT,'King Air 250','Europe, England, United Kingdom','BY 278',G-IASB,800,?,?,?,?,?,?,'United States'
?,'Price: USD 3,795,000',?,'Private Jets',2007,'GULFSTREAM AIRSPACE',G150,'North America + Canada, United States - IL',211,N248SL,3402.1,?,?,?,?,?,?,'United States'
?,'Price: USD 3,800,000',?,'Private Jets',2007,CESSNA,'CITATION CJ3','Asia, Pakistan',525B-0131,AP-ESL,3416,?,?,?,?,?,?,'United States'
